entity:soil4_sample_id	metagenome_size_in_gbp	singlem_table	sra_accession
SRR770299	19	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3c8966b7-03a3-4faf-99b6-03b498d6fa50/call-singlem/attempt-2/SRR770299.singlem.json.gz	SRR770299
SRR770300	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0630621c-f210-4178-9ccb-3942dc0d2244/call-singlem/SRR770300.singlem.json.gz	SRR770300
SRR7741809	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/dbcc0e94-3cdf-4997-ac6d-1d9eda9be8a8/call-singlem/SRR7741809.singlem.json.gz	SRR7741809
SRR7754704	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0bfd78cc-ea46-47b9-8ccb-695fe2861901/call-singlem/attempt-2/SRR7754704.singlem.json.gz	SRR7754704
SRR7754705	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c447194b-c0df-40c0-829c-6755c49f8654/call-singlem/SRR7754705.singlem.json.gz	SRR7754705
SRR7754707	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a38c8d51-be41-4ff2-bdc9-9156dc82f3ed/call-singlem/SRR7754707.singlem.json.gz	SRR7754707
SRR7754708	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c76bd3cc-609d-4cee-a3d3-96249218ec3a/call-singlem/SRR7754708.singlem.json.gz	SRR7754708
SRR7778147	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3ee92dff-5d01-4343-b1a2-d3b6a0cdb34c/call-singlem/SRR7778147.singlem.json.gz	SRR7778147
SRR7778148	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2c07402e-e5c7-47c3-ad1a-b11b552ed2db/call-singlem/attempt-2/SRR7778148.singlem.json.gz	SRR7778148
SRR7778149	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d0587975-0572-4de8-9e65-f4fee1e72554/call-singlem/attempt-2/SRR7778149.singlem.json.gz	SRR7778149
SRR7778150	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6dcdad13-1dc5-4f8b-9df2-308509e22e18/call-singlem/SRR7778150.singlem.json.gz	SRR7778150
SRR7778151	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/778d10f4-38c7-43ca-a88e-5781c9df46fb/call-singlem/attempt-2/SRR7778151.singlem.json.gz	SRR7778151
SRR7778152	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2f03252b-2f46-4a04-ab0e-52cc1e74c2b8/call-singlem/SRR7778152.singlem.json.gz	SRR7778152
SRR7778153	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/587b357a-fd9c-42d7-8049-782cc5701b47/call-singlem/SRR7778153.singlem.json.gz	SRR7778153
SRR7778155	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9c3c89ad-c7f7-4fca-b59f-ac52a9dd8f04/call-singlem/SRR7778155.singlem.json.gz	SRR7778155
SRR7778156	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/15921cd8-b234-49fe-b2ea-8209b7cc2003/call-singlem/SRR7778156.singlem.json.gz	SRR7778156
SRR7778157	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/28d668fc-ef7d-4a4f-919b-1fdf0d1e643c/call-singlem/SRR7778157.singlem.json.gz	SRR7778157
SRR7778159	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5dd02972-734e-40e3-9672-c410c422dad0/call-singlem/SRR7778159.singlem.json.gz	SRR7778159
SRR7778160	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/318e12d0-b041-4c0d-aa3c-0cde8f2c2daa/call-singlem/SRR7778160.singlem.json.gz	SRR7778160
SRR7778162	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9be1de85-2502-4ea6-890c-f39401582f51/call-singlem/SRR7778162.singlem.json.gz	SRR7778162
SRR7778163	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/607e7370-3fd9-4fa5-8998-5f427cadd640/call-singlem/attempt-2/SRR7778163.singlem.json.gz	SRR7778163
SRR7778164	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1441f9f9-74d8-4c4d-bf51-d76e58fb70af/call-singlem/SRR7778164.singlem.json.gz	SRR7778164
SRR7825327	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9c2600bc-803f-4372-9e26-8b7e8c66d675/call-singlem/SRR7825327.singlem.json.gz	SRR7825327
SRR7825336	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e5f69e47-3c72-4dff-93f0-6845139b5327/call-singlem/SRR7825336.singlem.json.gz	SRR7825336
SRR7904192	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/19343a3e-1b36-4040-abf5-9b69cf97f8f8/call-singlem/SRR7904192.singlem.json.gz	SRR7904192
SRR7904193	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4f5e9663-69e0-49ad-b86e-e650654deff4/call-singlem/SRR7904193.singlem.json.gz	SRR7904193
SRR7904194	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9d41cf17-f646-4256-b6b3-254abe10e583/call-singlem/SRR7904194.singlem.json.gz	SRR7904194
SRR7904195	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/83912574-a1c6-437f-bc19-0606f5c3c569/call-singlem/SRR7904195.singlem.json.gz	SRR7904195
SRR7904196	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ab015641-2826-4309-9103-2677440e0583/call-singlem/SRR7904196.singlem.json.gz	SRR7904196
SRR7904197	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0495e5c5-ff65-4625-b6d8-9110913af8c3/call-singlem/SRR7904197.singlem.json.gz	SRR7904197
SRR7945121	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/09f04156-2d7c-4a35-bb39-182a7871b5f1/call-singlem/SRR7945121.singlem.json.gz	SRR7945121
SRR7945122	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4b7bc022-ed8e-4472-a61e-7947d787a5b0/call-singlem/SRR7945122.singlem.json.gz	SRR7945122
SRR7945126	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6ce970c1-f5ea-4964-8621-fe47fe3d76f3/call-singlem/SRR7945126.singlem.json.gz	SRR7945126
SRR7945129	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b6d9c0c6-f256-4bea-8140-98f5223a2855/call-singlem/SRR7945129.singlem.json.gz	SRR7945129
SRR7945131	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f0d568aa-f704-45ea-8132-2fea1fe503f1/call-singlem/SRR7945131.singlem.json.gz	SRR7945131
SRR7945132	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d45532f2-45e6-4601-ba3a-454a5723291d/call-singlem/SRR7945132.singlem.json.gz	SRR7945132
SRR7945135	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0da634ec-7c73-4cf9-a69e-53e0f0579120/call-singlem/SRR7945135.singlem.json.gz	SRR7945135
SRR7945136	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/37090791-8a9e-4229-980e-19b61fbc3445/call-singlem/SRR7945136.singlem.json.gz	SRR7945136
SRR7945137	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0da5c309-e7c4-4909-aa2e-df54e43a3a4e/call-singlem/SRR7945137.singlem.json.gz	SRR7945137
SRR7945146	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6cf47ed2-bcd8-4f9c-9ae3-cdd18796889c/call-singlem/SRR7945146.singlem.json.gz	SRR7945146
SRR7945150	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/407cdd04-d2e0-45e4-8519-b28ba20ab458/call-singlem/SRR7945150.singlem.json.gz	SRR7945150
SRR7945151	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0964dc0d-f902-4e56-8338-acc156e7cfa9/call-singlem/SRR7945151.singlem.json.gz	SRR7945151
SRR7945153	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2e207bb0-bed2-4cb7-b7d9-249ec325bb27/call-singlem/SRR7945153.singlem.json.gz	SRR7945153
SRR7945155	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9b267ba5-bb8e-491b-921b-992175884985/call-singlem/SRR7945155.singlem.json.gz	SRR7945155
SRR7945156	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ca0a1c37-a14c-45c9-8230-c7ac93f6baee/call-singlem/SRR7945156.singlem.json.gz	SRR7945156
SRR7945159	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cb7add9a-17dc-447d-b9ef-cc717e063ee6/call-singlem/SRR7945159.singlem.json.gz	SRR7945159
SRR7945163	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/54258eb6-4199-42aa-99e9-c118497dfe96/call-singlem/SRR7945163.singlem.json.gz	SRR7945163
SRR7945164	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c2d98c81-aa49-432f-8b3f-0c1500e1c724/call-singlem/SRR7945164.singlem.json.gz	SRR7945164
SRR7945172	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/606784c2-6a86-410a-ae76-d9fe07186d75/call-singlem/SRR7945172.singlem.json.gz	SRR7945172
SRR7945177	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/170d2ba7-b2d8-427f-b64d-df3bca58443b/call-singlem/SRR7945177.singlem.json.gz	SRR7945177
SRR7945179	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f7a4465c-9231-4da9-aaa1-64ad1a6c758f/call-singlem/SRR7945179.singlem.json.gz	SRR7945179
SRR7945180	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/098eaa57-959c-4565-82fa-87f1136d89a6/call-singlem/SRR7945180.singlem.json.gz	SRR7945180
SRR7945183	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6cc4e0bb-95d2-460d-bbe1-b857f37ced15/call-singlem/SRR7945183.singlem.json.gz	SRR7945183
SRR7965937	17	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9868e14c-aa4e-4ba4-b6dc-792f2e32b3c0/call-singlem/SRR7965937.singlem.json.gz	SRR7965937
SRR7965939	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/241386a5-f7a9-46e9-8d34-5f11719e966f/call-singlem/SRR7965939.singlem.json.gz	SRR7965939
SRR7970553	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/dcca8494-410d-4225-945f-11a94fb2f970/SingleM_SRA/12be2ba0-a8aa-4c22-88db-8527d7ba8340/call-singlem/SRR7970553.singlem.json.gz	SRR7970553
SRR7970554	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8cfb34a4-547c-496d-8287-2d109e34ed70/call-singlem/SRR7970554.singlem.json.gz	SRR7970554
SRR7970742	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/edcf5e2f-ec54-444a-8010-c121d6edfdf7/call-singlem/SRR7970742.singlem.json.gz	SRR7970742
SRR7970744	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ef025a24-3557-49a0-a342-7ae54eeecf8c/call-singlem/SRR7970744.singlem.json.gz	SRR7970744
SRR7970745	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b474435d-26fc-4cc0-b7a6-1e29ce721fc5/call-singlem/SRR7970745.singlem.json.gz	SRR7970745
SRR7970950	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d468ad25-f2a5-4e6e-aecb-5e92356eadf7/call-singlem/attempt-3/SRR7970950.singlem.json.gz	SRR7970950
SRR7970951	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/aa5f24eb-ea38-428c-aac6-ec866fc2ef22/call-singlem/SRR7970951.singlem.json.gz	SRR7970951
SRR7975437	14	undefined	SRR7975437
SRR7975438	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b9fd3d54-d8db-4296-a3a8-c55699023490/call-singlem/SRR7975438.singlem.json.gz	SRR7975438
SRR7975446	36	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ffb8acae-4b8c-4458-a50f-eca8cc7e1607/call-singlem/attempt-2/SRR7975446.singlem.json.gz	SRR7975446
SRR7975588	49	undefined	SRR7975588
SRR7976143	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9a3309a3-070f-4e93-a6c3-348628265c44/call-singlem/attempt-2/SRR7976143.singlem.json.gz	SRR7976143
SRR7976144	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6843da70-cef6-45e3-9447-431ff255bd54/call-singlem/SRR7976144.singlem.json.gz	SRR7976144
SRR7976145	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fc77dee7-9c99-4aa2-802d-ae8c5a1f4a03/call-singlem/SRR7976145.singlem.json.gz	SRR7976145
SRR7976146	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f22c3d45-ef70-488b-a877-c15a240f98ab/call-singlem/SRR7976146.singlem.json.gz	SRR7976146
SRR7976149	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1b8a7b40-b8f7-43e3-8296-42fa0a567f31/call-singlem/attempt-3/SRR7976149.singlem.json.gz	SRR7976149
SRR7976150	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b057b31e-b137-48f7-9e3e-00c650996f25/call-singlem/SRR7976150.singlem.json.gz	SRR7976150
SRR7976231	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fdc28660-9d35-45b9-9548-6accbd40db5c/call-singlem/SRR7976231.singlem.json.gz	SRR7976231
SRR7976232	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/913a868f-f45e-4fe7-bcf6-8376b21641ff/call-singlem/SRR7976232.singlem.json.gz	SRR7976232
SRR7976233	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8846ad41-09b5-437c-9873-8536eb2d6293/call-singlem/SRR7976233.singlem.json.gz	SRR7976233
SRR7976234	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/facc6154-978e-4e4e-a006-a8fc96a2f7f3/call-singlem/SRR7976234.singlem.json.gz	SRR7976234
SRR7976235	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1ae87a96-d638-4cb0-8499-18426fd03883/call-singlem/SRR7976235.singlem.json.gz	SRR7976235
SRR7976236	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/428bfb62-483d-4858-8ddc-a4626494b82e/call-singlem/SRR7976236.singlem.json.gz	SRR7976236
SRR7976237	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/dd4ccfc7-a9ca-4c59-8f6a-e573d11d6e3b/call-singlem/SRR7976237.singlem.json.gz	SRR7976237
SRR7976240	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/867f003d-afcb-4852-bee1-95b99b78e091/call-singlem/SRR7976240.singlem.json.gz	SRR7976240
SRR7976243	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/55b240df-a287-4922-b60a-43fdf7499c03/call-singlem/SRR7976243.singlem.json.gz	SRR7976243
SRR7976247	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0958fd7c-1e8e-4778-9108-93a1d2659f57/call-singlem/SRR7976247.singlem.json.gz	SRR7976247
SRR8100009	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/17577349-a04f-4c49-b005-94277f512393/call-singlem/SRR8100009.singlem.json.gz	SRR8100009
SRR8100010	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4ec841c8-54b7-44af-8c84-01871d7762b9/call-singlem/SRR8100010.singlem.json.gz	SRR8100010
SRR8100011	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8c686745-a711-4542-a530-f1eeedfb0c4c/call-singlem/SRR8100011.singlem.json.gz	SRR8100011
SRR8100012	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/583eeac0-7dc8-408d-bb30-04948d1ad301/call-singlem/SRR8100012.singlem.json.gz	SRR8100012
SRR8100014	14	undefined	SRR8100014
SRR8100015	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1a283074-da20-4bce-81ee-e815b9fbc61f/call-singlem/attempt-2/SRR8100015.singlem.json.gz	SRR8100015
SRR8100016	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/dfd54f23-eb0f-443b-a0ce-c0d4750a1a22/call-singlem/SRR8100016.singlem.json.gz	SRR8100016
SRR8100017	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bb6ea508-b4b1-4ec9-9807-2f01939538dd/call-singlem/attempt-2/SRR8100017.singlem.json.gz	SRR8100017
SRR8100018	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b31ae112-d338-4d66-b158-d90084f7e737/call-singlem/SRR8100018.singlem.json.gz	SRR8100018
SRR8100019	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b99826fc-aaaa-42bc-b2cc-3a3b3916da8c/call-singlem/attempt-2/SRR8100019.singlem.json.gz	SRR8100019
SRR8100020	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5514b645-f095-4cc6-b902-b7fa4755ce78/call-singlem/attempt-2/SRR8100020.singlem.json.gz	SRR8100020
SRR8100021	15	undefined	SRR8100021
SRR8100022	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/89c1945e-6681-444b-a0d4-70fd62555c61/call-singlem/SRR8100022.singlem.json.gz	SRR8100022
SRR8100024	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0f0ec87e-b694-4cd4-a2a2-9d2432306b3d/call-singlem/SRR8100024.singlem.json.gz	SRR8100024
SRR8100026	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1c25a468-6222-43dc-a5cb-b98e547ffd1d/call-singlem/SRR8100026.singlem.json.gz	SRR8100026
SRR8100028	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/14d46467-c63d-4b72-8566-e14908eb0464/call-singlem/SRR8100028.singlem.json.gz	SRR8100028
SRR8100029	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1e7c78d9-9be5-474f-9656-f8d181fe5086/call-singlem/SRR8100029.singlem.json.gz	SRR8100029
SRR8182676	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4e1467a7-af05-47a7-af58-317574fb40c4/call-singlem/SRR8182676.singlem.json.gz	SRR8182676
SRR8185399	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/afe070fd-3aa5-4c0b-9163-a8ab176f1e95/call-singlem/SRR8185399.singlem.json.gz	SRR8185399
SRR8185400	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8551ac59-b789-44a2-b2a5-c9065085f9a2/call-singlem/SRR8185400.singlem.json.gz	SRR8185400
SRR8185401	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/253c080d-41ea-4e9f-aa3a-58d7d0537b9b/call-singlem/SRR8185401.singlem.json.gz	SRR8185401
SRR8185402	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5e1f3c7c-6cbb-44b3-b7ba-44515aa82544/call-singlem/SRR8185402.singlem.json.gz	SRR8185402
SRR8185405	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9b777f81-f418-46bc-80d5-e7bd993566b5/call-singlem/SRR8185405.singlem.json.gz	SRR8185405
SRR8185406	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/62b092df-0922-42e0-8b39-cf2609916c2d/call-singlem/SRR8185406.singlem.json.gz	SRR8185406
SRR8185407	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e468f9fe-65f7-49ba-8ab9-c89ce5cc44b4/call-singlem/SRR8185407.singlem.json.gz	SRR8185407
SRR8185408	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/70295003-627b-41f1-8172-50e7a3ccb38e/call-singlem/attempt-2/SRR8185408.singlem.json.gz	SRR8185408
SRR8185409	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d7b21fc6-dedc-4cbc-af0c-b05c640da565/call-singlem/attempt-2/SRR8185409.singlem.json.gz	SRR8185409
SRR8185410	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f84f7d78-7579-4059-b198-ae6e980bbd02/call-singlem/SRR8185410.singlem.json.gz	SRR8185410
