entity:soil4_sample_id	metagenome_size_in_gbp	singlem_table	sra_accession
SRR11696424	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/34c33bda-1430-472b-9488-4cab86fb56cd/call-singlem/SRR11696424.singlem.json.gz	SRR11696424
SRR11696478	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2ea1f200-82a3-476b-9e8d-21a6e2ec1c4b/call-singlem/SRR11696478.singlem.json.gz	SRR11696478
SRR11699225	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d64681c3-5f55-48cb-ad17-c611c633ca09/call-singlem/SRR11699225.singlem.json.gz	SRR11699225
SRR11699226	22	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/db78990a-2772-4ffa-a793-768f56e2a195/call-singlem/SRR11699226.singlem.json.gz	SRR11699226
SRR11700060	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9c0c20ae-d52c-4c7e-8049-12e512f99c1a/call-singlem/SRR11700060.singlem.json.gz	SRR11700060
SRR11703773	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b0cd3cc5-d083-475c-b3e8-fcbfea62ad7d/call-singlem/attempt-2/SRR11703773.singlem.json.gz	SRR11703773
SRR11703786	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3cbb2529-d97c-4538-b481-e2f8595d1f5a/call-singlem/SRR11703786.singlem.json.gz	SRR11703786
SRR11703787	17	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a6c9b9cd-bbc5-47c7-bd71-01376aa4dd88/call-singlem/SRR11703787.singlem.json.gz	SRR11703787
SRR11704904	24	undefined	SRR11704904
SRR11719862	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bd01cbb5-160e-4ac7-8163-108b74c4c96d/call-singlem/SRR11719862.singlem.json.gz	SRR11719862
SRR11719863	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8e1e85d9-2c13-4a83-ba04-b46eed11b395/call-singlem/SRR11719863.singlem.json.gz	SRR11719863
SRR11719864	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/565621e1-b774-42a5-8ef0-498c975e9da1/call-singlem/attempt-2/SRR11719864.singlem.json.gz	SRR11719864
SRR11719867	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/10a43db8-c135-4ea0-8af8-f22c20ac895b/call-singlem/attempt-2/SRR11719867.singlem.json.gz	SRR11719867
SRR11719871	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1cc97c00-ad6f-4647-942e-73b57be72945/call-singlem/SRR11719871.singlem.json.gz	SRR11719871
SRR11719872	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a3639210-f6c6-44ca-b334-e3d5e3c36fb0/call-singlem/attempt-2/SRR11719872.singlem.json.gz	SRR11719872
SRR11719873	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/af4b8840-ca3b-449f-8bc8-8eab8c60b022/call-singlem/SRR11719873.singlem.json.gz	SRR11719873
SRR11719874	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ab4a4b4a-3c5a-47c7-a0a7-f00e8b0e4331/call-singlem/SRR11719874.singlem.json.gz	SRR11719874
SRR11719875	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/388b7899-c3ac-4f20-a590-aa28409fb2f1/call-singlem/SRR11719875.singlem.json.gz	SRR11719875
SRR11719876	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/87bd793a-df75-498b-acb1-606f9cb75e92/call-singlem/SRR11719876.singlem.json.gz	SRR11719876
SRR11719877	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3a0daf58-b8d8-4f17-bddd-53206770e7c2/call-singlem/SRR11719877.singlem.json.gz	SRR11719877
SRR11723790	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2adc7a02-e5eb-4514-bb62-1c64331965f1/call-singlem/SRR11723790.singlem.json.gz	SRR11723790
SRR11723791	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fb1d3619-c9b8-42bc-bb00-02fa62870ebc/call-singlem/SRR11723791.singlem.json.gz	SRR11723791
SRR11723792	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/90f7f738-8bcc-4191-9fb0-64ab9c565bce/call-singlem/SRR11723792.singlem.json.gz	SRR11723792
SRR11776955	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2e366937-1002-41f9-965e-57e6cc3be06d/call-singlem/SRR11776955.singlem.json.gz	SRR11776955
SRR11777011	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0693d84b-7f50-4bf7-b42f-ca51499546a6/call-singlem/SRR11777011.singlem.json.gz	SRR11777011
SRR11777014	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f8d47c9c-1035-4278-9906-213679de019b/call-singlem/SRR11777014.singlem.json.gz	SRR11777014
SRR11777015	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/56fc426e-038a-4a6e-8d57-0cd1d452c116/call-singlem/SRR11777015.singlem.json.gz	SRR11777015
SRR11777017	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6bd93049-5342-44d9-b9ba-148ca427a578/call-singlem/SRR11777017.singlem.json.gz	SRR11777017
SRR11799521	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c3835786-5836-4815-9b0a-2aec627c63fe/call-singlem/attempt-2/SRR11799521.singlem.json.gz	SRR11799521
SRR11799792	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/836628c7-e324-48a4-9ec2-54eb7b302060/call-singlem/SRR11799792.singlem.json.gz	SRR11799792
SRR11799808	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8ad2798b-e87f-46cc-ad38-e8cb0bb4a4ea/call-singlem/SRR11799808.singlem.json.gz	SRR11799808
SRR11799980	17	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4f0d90e2-2534-4c21-ad27-dc35175a0278/call-singlem/attempt-2/SRR11799980.singlem.json.gz	SRR11799980
SRR11801302	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/32444630-5f5d-4175-a3a6-539a497acfc4/call-singlem/SRR11801302.singlem.json.gz	SRR11801302
SRR11801303	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/56313612-64de-40ff-acdd-102729a95b0f/call-singlem/SRR11801303.singlem.json.gz	SRR11801303
SRR11801644	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/be7d1ca8-53a2-478d-a671-d17e81ba6a7c/call-singlem/attempt-2/SRR11801644.singlem.json.gz	SRR11801644
SRR11801645	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7ee1bfac-e298-40c8-b4d5-0d33aa9c7e18/call-singlem/SRR11801645.singlem.json.gz	SRR11801645
SRR11801646	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c7c31268-5a5f-4365-b20f-2c4e97c26509/call-singlem/attempt-2/SRR11801646.singlem.json.gz	SRR11801646
SRR11802217	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4984d093-c367-4e92-bd4b-ba3fe4ca0438/call-singlem/attempt-2/SRR11802217.singlem.json.gz	SRR11802217
SRR11802899	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7bf20b65-2908-402f-9ff7-6951eb00d1b9/call-singlem/SRR11802899.singlem.json.gz	SRR11802899
SRR11802900	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c3ca5110-5e8e-4336-a58b-a6d2049850b7/call-singlem/SRR11802900.singlem.json.gz	SRR11802900
SRR11802903	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d2a225b7-2418-46f9-89f7-f4a4ab923371/call-singlem/SRR11802903.singlem.json.gz	SRR11802903
SRR11802904	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4c84c704-db39-4c11-9591-45666b6d4240/call-singlem/SRR11802904.singlem.json.gz	SRR11802904
SRR11802905	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f3176bac-2478-4154-9416-9c45955a1168/call-singlem/SRR11802905.singlem.json.gz	SRR11802905
SRR11802906	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3fc87278-a76f-4aa0-83c8-119cc21c3487/call-singlem/SRR11802906.singlem.json.gz	SRR11802906
SRR11802907	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bd1ac137-09ff-43f5-b54e-64679081c6c2/call-singlem/SRR11802907.singlem.json.gz	SRR11802907
SRR11802909	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6e7181e9-ee52-4afe-a0a7-43f5a10ad836/call-singlem/SRR11802909.singlem.json.gz	SRR11802909
SRR11802910	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/afc9fb41-ceab-49c6-a221-41c7f87bd8e9/call-singlem/SRR11802910.singlem.json.gz	SRR11802910
SRR11802911	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/574822f5-4b8d-4be4-a2b8-7af959ad86d3/call-singlem/SRR11802911.singlem.json.gz	SRR11802911
SRR11802912	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7f17a501-b713-47c5-8d8b-78400a20b800/call-singlem/SRR11802912.singlem.json.gz	SRR11802912
SRR11802914	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/01841a9d-8b01-408e-a803-0d2e6e18323d/call-singlem/SRR11802914.singlem.json.gz	SRR11802914
SRR11804826	18	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cb8420c1-8606-4791-95e1-1f594e24c284/call-singlem/SRR11804826.singlem.json.gz	SRR11804826
SRR11805590	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2a2de988-aa6e-45c4-8283-e874832e5153/call-singlem/SRR11805590.singlem.json.gz	SRR11805590
SRR11805591	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cd5efe30-adb2-4fcb-9a61-d2df705b1422/call-singlem/SRR11805591.singlem.json.gz	SRR11805591
SRR11805592	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/65f6cf79-f49b-4593-a280-68b83f91609e/call-singlem/SRR11805592.singlem.json.gz	SRR11805592
SRR11805593	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/493db0ee-de53-4c2e-ba42-0af22ab7fba7/call-singlem/SRR11805593.singlem.json.gz	SRR11805593
SRR11805594	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e85c1b53-a5f5-4a3e-9803-a49f4d6d6b5f/call-singlem/SRR11805594.singlem.json.gz	SRR11805594
SRR11805595	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/53cc8c43-b1af-44cd-9271-982e36fb8574/call-singlem/attempt-2/SRR11805595.singlem.json.gz	SRR11805595
SRR11805596	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/375256c9-37c5-4928-9da3-e3c44f67d974/call-singlem/SRR11805596.singlem.json.gz	SRR11805596
SRR11805597	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a0825c6b-95b9-49d5-98ac-39e1479f3143/call-singlem/SRR11805597.singlem.json.gz	SRR11805597
SRR11805598	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a88351bc-536c-495a-9f36-7e269d7bd4a0/call-singlem/SRR11805598.singlem.json.gz	SRR11805598
SRR11805599	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c7347fc4-13d4-465c-b635-dc9e74ec9cd1/call-singlem/SRR11805599.singlem.json.gz	SRR11805599
SRR11805600	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6da7f79c-49f5-484e-be4c-5c7ab4357233/call-singlem/SRR11805600.singlem.json.gz	SRR11805600
SRR11805601	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/85da5d56-2c80-4765-96c0-6f4045c6a645/call-singlem/SRR11805601.singlem.json.gz	SRR11805601
SRR11805602	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e54e00d3-1f8d-4540-8e85-005784568c4f/call-singlem/SRR11805602.singlem.json.gz	SRR11805602
SRR11805603	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b7dab682-5297-4732-a13c-e3b7ce9ad34e/call-singlem/SRR11805603.singlem.json.gz	SRR11805603
SRR11805604	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c3091217-9fb4-4704-af5b-c125166e63bb/call-singlem/SRR11805604.singlem.json.gz	SRR11805604
SRR11805605	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/324df47a-8fcd-42b2-bd5d-a6c846db3a6f/call-singlem/SRR11805605.singlem.json.gz	SRR11805605
SRR11805606	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3574b48c-c7d2-4d1f-bd98-ce2695f1972a/call-singlem/SRR11805606.singlem.json.gz	SRR11805606
SRR11805607	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d8014526-1d93-4f6e-a09a-e49c7c0d31e2/call-singlem/SRR11805607.singlem.json.gz	SRR11805607
SRR11805608	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fd580a70-3441-4a3e-8361-440a0f41f6bd/call-singlem/attempt-3/SRR11805608.singlem.json.gz	SRR11805608
SRR11823711	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/679ab62d-a5c6-4123-904d-a0d89ccaab5c/call-singlem/SRR11823711.singlem.json.gz	SRR11823711
SRR11823712	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1eedca3b-39dc-4042-af59-58df05cf5095/call-singlem/attempt-2/SRR11823712.singlem.json.gz	SRR11823712
SRR11823713	13	undefined	SRR11823713
SRR11823714	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/918836dd-9c95-4d54-8ebd-bfde8a69bf56/call-singlem/attempt-2/SRR11823714.singlem.json.gz	SRR11823714
SRR11823715	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4db21caa-dd41-46c6-bffd-e03759508869/call-singlem/attempt-2/SRR11823715.singlem.json.gz	SRR11823715
SRR11823717	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bf669e5e-3d47-4163-91da-55881f18c970/call-singlem/attempt-2/SRR11823717.singlem.json.gz	SRR11823717
SRR11823720	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6b38e3ba-1857-4a08-ade5-0866ac6e692d/call-singlem/SRR11823720.singlem.json.gz	SRR11823720
SRR11823721	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0fab05e3-84df-437e-99dd-e53af30c9333/call-singlem/SRR11823721.singlem.json.gz	SRR11823721
SRR11823722	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8944d278-5e5e-491d-b38d-a84ab3e56e3a/call-singlem/attempt-2/SRR11823722.singlem.json.gz	SRR11823722
SRR11826759	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ffcca526-fa41-4177-b337-88ed197a8cc9/call-singlem/attempt-2/SRR11826759.singlem.json.gz	SRR11826759
SRR11829740	35	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1bfeec3c-4491-43dc-98b0-e06a898ccd47/call-singlem/SRR11829740.singlem.json.gz	SRR11829740
SRR11830169	34	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f47abb64-6ae2-43fc-b442-68a9b6d4bde7/call-singlem/attempt-3/SRR11830169.singlem.json.gz	SRR11830169
SRR11832711	69	undefined	SRR11832711
SRR11832731	54	undefined	SRR11832731
SRR11832737	60	undefined	SRR11832737
SRR11832738	46	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/487416dd-5f6c-4c9d-9b15-d51b6f4945c1/call-singlem/attempt-2/SRR11832738.singlem.json.gz	SRR11832738
SRR11832861	58	undefined	SRR11832861
SRR11833234	48	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/39e2c393-2115-4215-a3f8-27d0309220d1/call-singlem/SRR11833234.singlem.json.gz	SRR11833234
SRR11833492	53	undefined	SRR11833492
SRR11833493	44	undefined	SRR11833493
SRR11833494	55	undefined	SRR11833494
SRR11833617	40	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f6dfaf00-db23-4c99-b9d0-8edff21e7910/call-singlem/SRR11833617.singlem.json.gz	SRR11833617
SRR11833918	48	undefined	SRR11833918
SRR11833919	49	undefined	SRR11833919
SRR11833939	45	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0e7f1234-35b3-4813-bf27-35cecc4f8f77/call-singlem/SRR11833939.singlem.json.gz	SRR11833939
SRR11834729	66	undefined	SRR11834729
SRR11834742	45	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9d9517dd-c020-4014-aa14-b72939cfc52a/call-singlem/SRR11834742.singlem.json.gz	SRR11834742
SRR11834743	54	undefined	SRR11834743
SRR11834745	46	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7a78bbbe-f332-42bc-9d41-ebcd0a569b40/call-singlem/SRR11834745.singlem.json.gz	SRR11834745
SRR11835076	46	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9164e714-9829-4722-bdeb-d7d0d7d89309/call-singlem/SRR11835076.singlem.json.gz	SRR11835076
SRR11835574	44	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/11c049dc-0efc-43fc-a353-3caa858d27e8/call-singlem/SRR11835574.singlem.json.gz	SRR11835574
SRR11835593	75	undefined	SRR11835593
SRR11835595	40	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/738d6463-e9a7-4797-a107-c382ca0c3724/call-singlem/attempt-2/SRR11835595.singlem.json.gz	SRR11835595
SRR11835779	54	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/143cef35-8ad7-4a5f-a585-b65c6c67dc1c/call-singlem/attempt-2/SRR11835779.singlem.json.gz	SRR11835779
SRR11835809	68	undefined	SRR11835809
SRR11835973	40	undefined	SRR11835973
SRR11836438	31	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/75b4db83-ad81-466e-884a-7905e56d0858/call-singlem/SRR11836438.singlem.json.gz	SRR11836438
SRR11836439	45	undefined	SRR11836439
SRR11837213	25	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3e84a93d-2611-41ae-83c8-fbb3c8ea2c13/call-singlem/SRR11837213.singlem.json.gz	SRR11837213
SRR11837214	22	undefined	SRR11837214
SRR11837300	24	undefined	SRR11837300
SRR11837301	22	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d8a59125-a4ee-4e9f-abf6-635dc633db9f/call-singlem/SRR11837301.singlem.json.gz	SRR11837301
SRR11837302	26	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8e9d4d95-5102-4ba5-a39a-95f3d3b6ffed/call-singlem/SRR11837302.singlem.json.gz	SRR11837302
SRR11842680	71	undefined	SRR11842680
SRR11866716	30	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/60842f24-aea6-41cb-b63c-a133190fcdd6/call-singlem/attempt-4/SRR11866716.singlem.json.gz	SRR11866716
SRR11866717	32	undefined	SRR11866717
SRR11866724	21	undefined	SRR11866724
SRR11866725	25	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cac19482-ae9f-4b0d-8f07-f01a76e249ff/call-singlem/SRR11866725.singlem.json.gz	SRR11866725
SRR12030746	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/21fdcd7d-171a-4e54-91df-5e000e41ed95/call-singlem/SRR12030746.singlem.json.gz	SRR12030746
SRR12030748	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9ea9de12-14b7-477c-b1d4-cbbb6ece29e1/call-singlem/SRR12030748.singlem.json.gz	SRR12030748
SRR12030749	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0b7aa5e7-c9b2-462f-9340-446edf8da24b/call-singlem/SRR12030749.singlem.json.gz	SRR12030749
SRR12030750	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1f486122-7527-44ab-b69c-94059e4c7d2c/call-singlem/SRR12030750.singlem.json.gz	SRR12030750
SRR12030751	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/356641ce-fd57-470e-a5b2-7711cba8e9a5/call-singlem/SRR12030751.singlem.json.gz	SRR12030751
SRR12030753	20	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/71ff084f-76bc-46fa-ab86-0aeaaea07886/call-singlem/SRR12030753.singlem.json.gz	SRR12030753
SRR12030754	21	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5952615e-4c9a-4646-af56-f0f84289bd44/call-singlem/SRR12030754.singlem.json.gz	SRR12030754
